"Index" "AAPL.Open" "AAPL.High" "AAPL.Low" "AAPL.Close" "AAPL.Volume" "AAPL.Adjusted"
"2016-12-01" "2016-12-01" 27.5925006866455 27.7350006103516 27.2574996948242 27.3724994659424 148347600 25.5077362060547
"2016-12-02" "2016-12-02" 27.2924995422363 27.5224990844727 27.2124996185303 27.4750003814697 106112000 25.6032562255859
"2016-12-05" "2016-12-05" 27.5 27.5074996948242 27.0625 27.2775001525879 137298000 25.4192085266113
"2016-12-06" "2016-12-06" 27.375 27.5900001525879 27.2975006103516 27.4874992370605 104782000 25.6149005889893
"2016-12-07" "2016-12-07" 27.3150005340576 27.7975006103516 27.2900009155273 27.7574996948242 119994800 25.8665046691895
"2016-12-08" "2016-12-08" 27.7150001525879 28.1075000762939 27.6499996185303 28.0300006866455 108273200 26.1204471588135
"2016-12-09" "2016-12-09" 28.0774993896484 28.6749992370605 28.0774993896484 28.4874992370605 137610400 26.5467720031738
"2016-12-12" "2016-12-12" 28.3225002288818 28.75 28.1224994659424 28.3250007629395 105497600 26.3953475952148
"2016-12-13" "2016-12-13" 28.4599990844727 28.9799995422363 28.4375 28.7975006103516 174935200 26.8356590270996
"2016-12-14" "2016-12-14" 28.7600002288818 29.0499992370605 28.7450008392334 28.7975006103516 136127200 26.8356590270996
"2016-12-15" "2016-12-15" 28.8449993133545 29.1825008392334 28.8075008392334 28.9549999237061 186098000 26.9824295043945
"2016-12-16" "2016-12-16" 29.1175003051758 29.125 28.9125003814697 28.9925003051758 177404400 27.0173759460449
"2016-12-19" "2016-12-19" 28.9500007629395 29.3449993133545 28.9375 29.1599998474121 111117600 27.1734638214111
"2016-12-20" "2016-12-20" 29.1849994659424 29.375 29.1700000762939 29.2374992370605 85700000 27.2456836700439
"2016-12-21" "2016-12-21" 29.2000007629395 29.3500003814697 29.1949996948242 29.2649993896484 95132800 27.2713108062744
"2016-12-22" "2016-12-22" 29.0874996185303 29.1275005340576 28.9099998474121 29.0725002288818 104343600 27.0919227600098
"2016-12-23" "2016-12-23" 28.8974990844727 29.1299991607666 28.8974990844727 29.1299991607666 56998000 27.1455078125
"2016-12-27" "2016-12-27" 29.1299991607666 29.4500007629395 29.1224994659424 29.3150005340576 73187600 27.3179054260254
"2016-12-28" "2016-12-28" 29.3799991607666 29.5049991607666 29.0499992370605 29.1900005340576 83623600 27.2014217376709
"2016-12-29" "2016-12-29" 29.1124992370605 29.2775001525879 29.1000003814697 29.1825008392334 60158000 27.1944313049316
"2016-12-30" "2016-12-30" 29.1625003814697 29.2999992370605 28.8575000762939 28.9549999237061 122345200 26.9824295043945
